"email";"xpType";"xpEstablishment";"xpStartDate";"xpEndDate";"xpTimeType";"xpPartialTime";"xpDuration";"xpStatus"
"monemail220453@test.test";"international";"EN ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220454@test.test";"international";"ADHÉRENTE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220457@test.test";"international";"-DEUX ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220458@test.test";"international";"PARTICIPATION ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220459@test.test";"international";"VICE-PRÉSIDENT ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220460@test.test";"international";"JE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220461@test.test";"international";"MEMBRE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220462@test.test";"international";"DEPUIS ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220463@test.test";"international";"2021 ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220464@test.test";"international";"MEMBRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220468@test.test";"international";"• ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220469@test.test";"international";"-EXPÉRIENCE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220470@test.test";"international";"SCOUTISME ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220471@test.test";"international";"VIE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220472@test.test";"international";"TUTRICE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220476@test.test";"international";"2021 ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220482@test.test";"international";"ORGANISATION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220483@test.test";"international";"JUIN ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220484@test.test";"international";"2019-2022 ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220486@test.test";"international";"GUIDES ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220488@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220490@test.test";"international";"SAIL ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220491@test.test";"international";"SEPT. ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220497@test.test";"international";"PENDANT ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220498@test.test";"international";"MARS ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220499@test.test";"international";"BÉNÉVOLE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220500@test.test";"international";"2020 ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220501@test.test";"international";"MAI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220504@test.test";"international";"TRÉSORIER ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220505@test.test";"international";"ECOS ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220506@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220508@test.test";"international";"- ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220509@test.test";"international";"2021 ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220514@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220517@test.test";"international";" ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220519@test.test";"international";"2019 ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220521@test.test";"international";"TEAM ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220523@test.test";"international";"2018-2019 ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220524@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220525@test.test";"international";"- ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220528@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220530@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220532@test.test";"international";"J’AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220533@test.test";"international";"DEPUIS ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220538@test.test";"international";"GESTIONNAIRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220539@test.test";"international";"MISSION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220540@test.test";"international";"BÉNÉVOLAT ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220542@test.test";"international";"ACTIVITÉS ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220543@test.test";"international";"TUTORAT ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220544@test.test";"international";"➜ ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220545@test.test";"international";"➜ ";"2020-01-01";"2020-03-01";"full";"0";"2";"accepted"
"monemail220546@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220548@test.test";"international";"L'ASSOCIATIF ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220549@test.test";"international";"DEPUIS ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220550@test.test";"international";"PROJET ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220555@test.test";"international";"• ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220557@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220559@test.test";"international";"L'ÉTÉ ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220565@test.test";"international";"2021-2022 ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220568@test.test";"international";"BÉNÉVOLE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220569@test.test";"international";"BÉNÉVOLE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220570@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220571@test.test";"international";"D’OCTOBRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220575@test.test";"international";"RESPONSABLE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220577@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220578@test.test";"international";"ORGANISATION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220579@test.test";"international";"- ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220581@test.test";"international";"BUREAU ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220582@test.test";"international";"2022 ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220583@test.test";"international";"BÉNÉVOLE, ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220587@test.test";"international";"DANS ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220594@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220595@test.test";"international";"BENEVOLAT ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220596@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220597@test.test";"international";"J'AI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220600@test.test";"international";"J'AI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220602@test.test";"international";"ÉLU ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220604@test.test";"international";"DANS ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220605@test.test";"international";"DEPUIS ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220612@test.test";"international";"AFM-TÉLÉTHON ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220613@test.test";"international";"• ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220617@test.test";"international";"CROIX ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220618@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220623@test.test";"international";"VIE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220625@test.test";"international";"2021-2022 ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220631@test.test";"international";"MEMBRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220632@test.test";"international";"MEMBRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220633@test.test";"international";"EM ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220639@test.test";"international";"TRÉSORIER ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220640@test.test";"international";"JUIN ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220642@test.test";"international";"JE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220647@test.test";"international";"ADHÉSION ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220649@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220650@test.test";"international";"BÉNÉVOLE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220651@test.test";"international";"COMMISSAIRE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220652@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220655@test.test";"international";"SCOUTISME ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220660@test.test";"international";"CRÉATION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220661@test.test";"international";"MEMBRE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220662@test.test";"international";"ORGANISATION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220665@test.test";"international";"BÉNÉVOLE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220666@test.test";"international";"PARTENARIAT ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220669@test.test";"international";"MEMBRE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220670@test.test";"international";"SECOURS ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220671@test.test";"international";"-ASSOCIATION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220673@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220678@test.test";"international";"LPA ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220682@test.test";"international";"JE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220684@test.test";"international";"COMMUNITY ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220687@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220689@test.test";"international";"J’AI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220693@test.test";"international";"HUMANITAIRE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220696@test.test";"international";"J'AI ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220698@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220699@test.test";"international";"TRÉSORIÈRE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220701@test.test";"international";"JE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220704@test.test";"international";"DU ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220706@test.test";"international";"-PRATIQUE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220708@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220716@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220717@test.test";"international";"2019: ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220719@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220721@test.test";"international";"JE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220723@test.test";"international";"JE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220724@test.test";"international";"OCTOBRE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220725@test.test";"international";"MEMBRE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220726@test.test";"international";"MARAUDE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220728@test.test";"international";"PENDANT ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220730@test.test";"international";"COLLECTE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220732@test.test";"international";"JE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220733@test.test";"international";"L'ASSOCIATION ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220734@test.test";"international";"SAPEUR ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220736@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220740@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220741@test.test";"international";"FRANCE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220743@test.test";"international";"EXPÉRIENCE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220746@test.test";"international";"2021-2022 ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220748@test.test";"international";"GESTION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220750@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220753@test.test";"international";"FONDATRICE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220758@test.test";"international";"BÉNÉVOLAT ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220759@test.test";"international";"SECRÉTAIRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220762@test.test";"international";"RESPONSABLE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220766@test.test";"international";"DEPUIS ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220768@test.test";"international";"J’AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220769@test.test";"international";"CRÉATION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220772@test.test";"international";"BANQUE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220774@test.test";"international";"BÉNÉVOLAT ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220776@test.test";"international";"- ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220777@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220779@test.test";"international";"EN ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220780@test.test";"international";"CHEF ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220781@test.test";"international";"SEPT. ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220783@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220785@test.test";"international";"- ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220786@test.test";"international";"ANCIEN ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220789@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220792@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220794@test.test";"international";"ETANT ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220796@test.test";"international";"• ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220798@test.test";"international";"GESTION ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220802@test.test";"international";"SENSIBILISER ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220803@test.test";"international";"ASSOCIATIF2021-2022 ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220804@test.test";"international";"JE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220805@test.test";"international";"BUREAU ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220806@test.test";"international";"TRÉSORIÈRE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220808@test.test";"international";"- ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220812@test.test";"international";"MEMBRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220813@test.test";"international";"LORS ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220814@test.test";"international";"BDE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220819@test.test";"international";"BÉNÉVOLE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220820@test.test";"international";"2019 ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220821@test.test";"international";"BATTEUR ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220822@test.test";"international";"DURANT ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220823@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220824@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220825@test.test";"international";"PARTICIPATION ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220827@test.test";"international";"L’ALLIANCE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220829@test.test";"international";"J’AI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220830@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220831@test.test";"international";"CHARGÉE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220832@test.test";"international";"MEMBRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220833@test.test";"international";"09/2021 ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220835@test.test";"international";"ADHÉSION ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220836@test.test";"international";"JEUNE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220838@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220839@test.test";"international";"FUTUR ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220840@test.test";"international";"BÉNÉVOLAT ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220845@test.test";"international";"TROISIÈME ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220847@test.test";"international";"A ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220849@test.test";"international";"MEMBRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220850@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220851@test.test";"international";"AMBASSADEUR ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220852@test.test";"international";"1) ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220855@test.test";"international";"AMBASSADEUR ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220856@test.test";"international";"QUELQUES ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220857@test.test";"international";"BÉNÉVOLAT ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220858@test.test";"international";"MARAUDES ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220860@test.test";"international";"TEDXUNIVERSITÉPARISDAUPHINE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220861@test.test";"international";"JE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220863@test.test";"international";"JE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220865@test.test";"international";"2020-2021 ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220867@test.test";"international";"AUTOMNE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220869@test.test";"international";"J'AI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220870@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220873@test.test";"international";"PRÉSIDENT ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220875@test.test";"international";"MISSION ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220877@test.test";"international";"AIDE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220878@test.test";"international";"PRÉPARATION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220879@test.test";"international";"- ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220881@test.test";"international";"JE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220886@test.test";"international";"RESPONSABLE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220887@test.test";"international";"HUMANITAIRE: ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220889@test.test";"international";"MEMBRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220894@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220895@test.test";"international";"MEMBRE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220897@test.test";"international";"IMAGINE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220898@test.test";"international";"SERVICE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220899@test.test";"international";"MEMBRE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220907@test.test";"international";"FONCTION ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220909@test.test";"international";"BÉNÉVOLE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220910@test.test";"international";"2015-2019 ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220912@test.test";"international";"BÉNÉVOLE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220917@test.test";"international";"2018 ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220919@test.test";"international";"""ENTRAIDE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220921@test.test";"international";"DEPUIS ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220922@test.test";"international";"MEMBRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220927@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220930@test.test";"international";"- ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220932@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220933@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220934@test.test";"international";"JUIN ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220935@test.test";"international";"ORDRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220936@test.test";"international";"VICE-PRÉSIDENTE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220940@test.test";"international";"JE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220941@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220944@test.test";"international";"BLAGNAC ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220947@test.test";"international";"ASSOCIATION ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220949@test.test";"international";"- ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220952@test.test";"international";"DE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220953@test.test";"international";"TEAM ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220954@test.test";"international";"DE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220955@test.test";"international";"ÉTANT ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220956@test.test";"international";"2 ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220963@test.test";"international";"2020 ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220964@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220965@test.test";"international";"COLLECTE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220968@test.test";"international";"ÉTANT ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220970@test.test";"international";"- ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220973@test.test";"international";"PARTICIPATION ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220976@test.test";"international";"(SEPTEMBER ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220978@test.test";"international";"JUIN ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220979@test.test";"international";"JE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220981@test.test";"international";"""LÉO ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220982@test.test";"international";"1 ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
