"email";"typeExam";"score"
"monemail223815@test.test";"2";"240"
"monemail223815@test.test";"4";"925"
"monemail223816@test.test";"2";"297"
"monemail223816@test.test";"4";"705"
"monemail223818@test.test";"2";"220"
"monemail223818@test.test";"4";"750"
"monemail223819@test.test";"2";"143"
"monemail223819@test.test";"4";"820"
"monemail223820@test.test";"2";"243"
"monemail223820@test.test";"4";"860"
"monemail223821@test.test";"2";"330"
"monemail223821@test.test";"4";"640"
"monemail223822@test.test";"2";"180"
"monemail223822@test.test";"4";"725"
"monemail223823@test.test";"2";"297"
"monemail223823@test.test";"4";"965"
"monemail223824@test.test";"2";"237"
"monemail223824@test.test";"4";"630"
"monemail223825@test.test";"2";"227"
"monemail223825@test.test";"4";"920"
"monemail223826@test.test";"2";"217"
"monemail223826@test.test";"4";"970"
"monemail223827@test.test";"2";"200"
"monemail223827@test.test";"4";"765"
"monemail223828@test.test";"2";"230"
"monemail223828@test.test";"4";"670"
"monemail223830@test.test";"2";"270"
"monemail223830@test.test";"4";"815"
"monemail223831@test.test";"2";"320"
"monemail223831@test.test";"4";"905"
"monemail223832@test.test";"1";"129"
"monemail223832@test.test";"4";"925"
"monemail223833@test.test";"2";"217"
"monemail223833@test.test";"4";"715"
"monemail223835@test.test";"1";"109"
"monemail223835@test.test";"4";"880"
"monemail223836@test.test";"2";"273"
"monemail223836@test.test";"4";"795"
"monemail223837@test.test";"1";"79"
"monemail223837@test.test";"4";"680"
"monemail223838@test.test";"2";"247"
"monemail223838@test.test";"4";"960"
"monemail223839@test.test";"2";"343"
"monemail223839@test.test";"4";"980"
"monemail223841@test.test";"2";"283"
"monemail223841@test.test";"4";"690"
"monemail223843@test.test";"2";"230"
"monemail223843@test.test";"4";"930"
"monemail223844@test.test";"2";"117"
"monemail223844@test.test";"4";"535"
"monemail223845@test.test";"1";"93"
"monemail223845@test.test";"4";"630"
"monemail223846@test.test";"2";"267"
"monemail223846@test.test";"4";"825"
"monemail223847@test.test";"2";"223"
"monemail223847@test.test";"4";"805"
"monemail223848@test.test";"2";"340"
"monemail223848@test.test";"4";"870"
"monemail223849@test.test";"2";"333"
"monemail223849@test.test";"4";"905"
"monemail223850@test.test";"2";"440"
"monemail223850@test.test";"4";"920"
"monemail223852@test.test";"2";"167"
"monemail223852@test.test";"4";"735"
"monemail223853@test.test";"2";"290"
"monemail223853@test.test";"4";"865"
"monemail223854@test.test";"2";"367"
"monemail223854@test.test";"4";"900"
"monemail223855@test.test";"2";"247"
"monemail223855@test.test";"4";"840"
"monemail223857@test.test";"2";"357"
"monemail223857@test.test";"4";"880"
"monemail223858@test.test";"2";"300"
"monemail223858@test.test";"4";"975"
"monemail223859@test.test";"2";"200"
"monemail223859@test.test";"4";"800"
"monemail223861@test.test";"1";"98"
"monemail223861@test.test";"4";"685"
"monemail223862@test.test";"5";"95"
"monemail223862@test.test";"2";"277"
"monemail223863@test.test";"2";"237"
"monemail223863@test.test";"4";"680"
"monemail223865@test.test";"7";"6.5"
"monemail223865@test.test";"2";"280"
"monemail223866@test.test";"2";"297"
"monemail223866@test.test";"4";"915"
"monemail223868@test.test";"2";"203"
"monemail223868@test.test";"4";"885"
"monemail223869@test.test";"2";"327"
"monemail223869@test.test";"4";"965"
"monemail223870@test.test";"1";"117"
"monemail223870@test.test";"4";"900"
"monemail223872@test.test";"2";"303"
"monemail223872@test.test";"4";"990"
"monemail223873@test.test";"2";"217"
"monemail223873@test.test";"4";"835"
"monemail223874@test.test";"1";"99"
"monemail223874@test.test";"4";"980"
"monemail223876@test.test";"2";"177"
"monemail223876@test.test";"4";"845"
"monemail223878@test.test";"5";"115"
"monemail223878@test.test";"2";"340"
"monemail223880@test.test";"2";"227"
"monemail223880@test.test";"4";"940"
"monemail223881@test.test";"2";"257"
"monemail223881@test.test";"4";"865"
"monemail223882@test.test";"2";"317"
"monemail223882@test.test";"4";"905"
"monemail223884@test.test";"2";"173"
"monemail223884@test.test";"4";"825"
"monemail223888@test.test";"2";"223"
"monemail223888@test.test";"4";"980"
"monemail223893@test.test";"2";"283"
"monemail223893@test.test";"4";"940"
"monemail223895@test.test";"2";"177"
"monemail223895@test.test";"4";"825"
"monemail223896@test.test";"1";"118"
"monemail223896@test.test";"4";"670"
"monemail223897@test.test";"2";"297"
"monemail223897@test.test";"4";"925"
"monemail223898@test.test";"2";"247"
"monemail223898@test.test";"4";"915"
"monemail223899@test.test";"2";"153"
"monemail223899@test.test";"4";"745"
"monemail223900@test.test";"2";"173"
"monemail223900@test.test";"4";"910"
"monemail223901@test.test";"2";"273"
"monemail223901@test.test";"4";"940"
"monemail223902@test.test";"2";"307"
"monemail223902@test.test";"4";"925"
"monemail223906@test.test";"2";"163"
"monemail223906@test.test";"4";"795"
"monemail223907@test.test";"2";"300"
"monemail223907@test.test";"4";"800"
"monemail223908@test.test";"2";"203"
"monemail223908@test.test";"4";"605"
"monemail223909@test.test";"1";"81"
"monemail223909@test.test";"4";"860"
"monemail223912@test.test";"2";"353"
"monemail223912@test.test";"4";"955"
"monemail223913@test.test";"2";"210"
"monemail223913@test.test";"4";"830"
"monemail223914@test.test";"2";"260"
"monemail223914@test.test";"4";"980"
"monemail223915@test.test";"2";"350"
"monemail223915@test.test";"4";"925"
"monemail223916@test.test";"2";"260"
"monemail223916@test.test";"4";"980"
"monemail223918@test.test";"2";"263"
"monemail223918@test.test";"4";"885"
"monemail223919@test.test";"2";"327"
"monemail223919@test.test";"4";"775"
"monemail223920@test.test";"2";"377"
"monemail223920@test.test";"4";"975"
"monemail223921@test.test";"2";"180"
"monemail223921@test.test";"4";"745"
"monemail223922@test.test";"2";"330"
"monemail223922@test.test";"4";"890"
"monemail223924@test.test";"1";"69"
"monemail223924@test.test";"4";"785"
"monemail223925@test.test";"2";"230"
"monemail223925@test.test";"4";"790"
"monemail223926@test.test";"2";"393"
"monemail223926@test.test";"4";"960"
"monemail223927@test.test";"2";"297"
"monemail223927@test.test";"4";"960"
"monemail223928@test.test";"2";"237"
"monemail223928@test.test";"4";"940"
"monemail223929@test.test";"2";"357"
"monemail223929@test.test";"4";"980"
"monemail223930@test.test";"1";"75"
"monemail223930@test.test";"4";"485"
"monemail223931@test.test";"2";"430"
"monemail223931@test.test";"4";"960"
"monemail223933@test.test";"2";"330"
"monemail223933@test.test";"4";"850"
"monemail223934@test.test";"2";"350"
"monemail223934@test.test";"4";"805"
"monemail223935@test.test";"1";"56"
"monemail223935@test.test";"4";"775"
"monemail223936@test.test";"2";"293"
"monemail223936@test.test";"4";"940"
"monemail223937@test.test";"2";"197"
"monemail223937@test.test";"4";"615"
"monemail223938@test.test";"2";"143"
"monemail223938@test.test";"4";"830"
"monemail223941@test.test";"2";"283"
"monemail223941@test.test";"4";"950"
"monemail223942@test.test";"2";"297"
"monemail223942@test.test";"4";"935"
"monemail223943@test.test";"2";"283"
"monemail223943@test.test";"4";"760"
"monemail223944@test.test";"1";"90"
"monemail223944@test.test";"4";"860"
"monemail223946@test.test";"2";"277"
"monemail223946@test.test";"4";"930"
"monemail223947@test.test";"1";"128"
"monemail223947@test.test";"4";"835"
"monemail223948@test.test";"2";"280"
"monemail223948@test.test";"4";"855"
"monemail223950@test.test";"2";"333"
"monemail223950@test.test";"4";"990"
"monemail223951@test.test";"2";"310"
"monemail223951@test.test";"4";"965"
"monemail223952@test.test";"2";"303"
"monemail223952@test.test";"4";"830"
"monemail223953@test.test";"2";"293"
"monemail223953@test.test";"4";"800"
"monemail223954@test.test";"8";"59"
"monemail223954@test.test";"1";"112"
"monemail223955@test.test";"2";"223"
"monemail223955@test.test";"4";"935"
"monemail223956@test.test";"2";"313"
"monemail223956@test.test";"4";"925"
"monemail223958@test.test";"2";"303"
"monemail223958@test.test";"4";"815"
"monemail223959@test.test";"2";"230"
"monemail223959@test.test";"4";"770"
"monemail223961@test.test";"2";"257"
"monemail223961@test.test";"4";"930"
"monemail223962@test.test";"2";"240"
"monemail223962@test.test";"4";"815"
"monemail223963@test.test";"2";"257"
"monemail223963@test.test";"4";"595"
"monemail223964@test.test";"2";"317"
"monemail223964@test.test";"4";"795"
"monemail223965@test.test";"2";"317"
"monemail223965@test.test";"4";"865"
"monemail223967@test.test";"1";"84"
"monemail223967@test.test";"4";"610"
"monemail223968@test.test";"2";"193"
"monemail223968@test.test";"4";"960"
"monemail223969@test.test";"1";"77"
"monemail223969@test.test";"4";"790"
"monemail223970@test.test";"2";"277"
"monemail223970@test.test";"4";"915"
"monemail223971@test.test";"2";"163"
"monemail223971@test.test";"4";"860"
"monemail223974@test.test";"2";"197"
"monemail223974@test.test";"4";"710"
"monemail223976@test.test";"2";"227"
"monemail223976@test.test";"4";"965"
"monemail223977@test.test";"2";"243"
"monemail223977@test.test";"4";"900"
"monemail223978@test.test";"2";"270"
"monemail223978@test.test";"4";"990"
"monemail223979@test.test";"1";"55"
"monemail223979@test.test";"4";"405"
"monemail223980@test.test";"1";"84"
"monemail223980@test.test";"4";"385"
"monemail223982@test.test";"1";"130"
"monemail223982@test.test";"4";"940"
"monemail223983@test.test";"2";"237"
"monemail223983@test.test";"4";"920"
"monemail223984@test.test";"2";"207"
"monemail223984@test.test";"4";"945"
"monemail223986@test.test";"1";"89"
"monemail223986@test.test";"4";"845"
"monemail223987@test.test";"1";"107"
"monemail223987@test.test";"4";"970"
"monemail223988@test.test";"2";"233"
"monemail223988@test.test";"4";"835"
"monemail223989@test.test";"2";"230"
"monemail223989@test.test";"4";"970"
"monemail223990@test.test";"2";"250"
"monemail223990@test.test";"4";"920"
"monemail223991@test.test";"2";"203"
"monemail223991@test.test";"4";"880"
"monemail223992@test.test";"1";"105"
"monemail223992@test.test";"4";"950"
"monemail223993@test.test";"2";"340"
"monemail223993@test.test";"4";"860"
"monemail223994@test.test";"2";"257"
"monemail223994@test.test";"4";"920"
"monemail223996@test.test";"2";"230"
"monemail223996@test.test";"4";"795"
"monemail223997@test.test";"1";"67"
"monemail223997@test.test";"4";"770"
"monemail223998@test.test";"2";"350"
"monemail223998@test.test";"4";"910"
"monemail223999@test.test";"1";"124"
"monemail223999@test.test";"4";"815"
"monemail224000@test.test";"1";"73"
"monemail224000@test.test";"4";"735"
"monemail224001@test.test";"2";"357"
"monemail224001@test.test";"4";"660"
"monemail224002@test.test";"2";"377"
"monemail224002@test.test";"4";"685"
"monemail224003@test.test";"2";"220"
"monemail224003@test.test";"4";"850"
"monemail224004@test.test";"2";"303"
"monemail224004@test.test";"4";"830"
"monemail224005@test.test";"2";"337"
"monemail224005@test.test";"4";"940"
"monemail224006@test.test";"8";"72"
"monemail224006@test.test";"1";"110"
"monemail224007@test.test";"2";"353"
"monemail224007@test.test";"4";"945"
"monemail224009@test.test";"2";"220"
"monemail224009@test.test";"4";"820"
"monemail224010@test.test";"2";"430"
"monemail224010@test.test";"4";"950"
"monemail224011@test.test";"2";"290"
"monemail224011@test.test";"4";"935"
"monemail224012@test.test";"1";"98"
"monemail224012@test.test";"4";"855"
"monemail224013@test.test";"2";"257"
"monemail224013@test.test";"4";"805"
"monemail224014@test.test";"2";"313"
"monemail224014@test.test";"4";"935"
"monemail224015@test.test";"1";"107"
"monemail224015@test.test";"4";"885"
"monemail224017@test.test";"2";"277"
"monemail224017@test.test";"4";"825"
"monemail224018@test.test";"2";"197"
"monemail224018@test.test";"4";"895"
"monemail224020@test.test";"1";"102"
"monemail224020@test.test";"4";"935"
"monemail224021@test.test";"1";"113"
"monemail224021@test.test";"4";"700"
"monemail224022@test.test";"8";"61"
"monemail224022@test.test";"2";"197"
"monemail224023@test.test";"1";"91"
"monemail224023@test.test";"4";"675"
"monemail224024@test.test";"2";"247"
"monemail224024@test.test";"4";"860"
"monemail224025@test.test";"2";"360"
"monemail224025@test.test";"4";"970"
"monemail224026@test.test";"2";"273"
"monemail224026@test.test";"4";"895"
"monemail224027@test.test";"2";"373"
"monemail224027@test.test";"4";"955"
"monemail224028@test.test";"2";"207"
"monemail224028@test.test";"4";"660"
"monemail224029@test.test";"2";"360"
"monemail224029@test.test";"4";"960"
"monemail224030@test.test";"2";"263"
"monemail224030@test.test";"4";"800"
"monemail224031@test.test";"1";"136"
"monemail224031@test.test";"4";"930"
"monemail224032@test.test";"2";"317"
"monemail224032@test.test";"4";"965"
"monemail224033@test.test";"2";"103"
"monemail224033@test.test";"4";"525"
"monemail224035@test.test";"2";"217"
"monemail224035@test.test";"4";"905"
"monemail224037@test.test";"2";"297"
"monemail224037@test.test";"4";"755"
"monemail224038@test.test";"5";"108"
"monemail224038@test.test";"2";"300"
"monemail224042@test.test";"2";"317"
"monemail224042@test.test";"4";"990"
"monemail224043@test.test";"2";"317"
"monemail224043@test.test";"4";"920"
"monemail224044@test.test";"2";"413"
"monemail224044@test.test";"4";"970"
"monemail224047@test.test";"2";"307"
"monemail224047@test.test";"4";"940"
"monemail224048@test.test";"2";"270"
"monemail224048@test.test";"4";"925"
"monemail224049@test.test";"2";"263"
"monemail224049@test.test";"4";"900"
"monemail224051@test.test";"1";"130"
"monemail224051@test.test";"4";"965"
"monemail224052@test.test";"2";"203"
"monemail224052@test.test";"4";"895"
"monemail224054@test.test";"2";"310"
"monemail224054@test.test";"4";"920"
"monemail224055@test.test";"2";"297"
"monemail224055@test.test";"4";"910"
"monemail224056@test.test";"1";"83"
"monemail224056@test.test";"4";"910"
"monemail224058@test.test";"1";"143"
"monemail224058@test.test";"4";"785"
"monemail224060@test.test";"2";"300"
"monemail224060@test.test";"4";"985"
"monemail224061@test.test";"2";"297"
"monemail224061@test.test";"4";"700"
"monemail224062@test.test";"2";"177"
"monemail224062@test.test";"4";"670"
"monemail224063@test.test";"2";"263"
"monemail224063@test.test";"4";"955"
"monemail224064@test.test";"1";"98"
"monemail224064@test.test";"4";"880"
"monemail224065@test.test";"2";"277"
"monemail224065@test.test";"4";"925"
"monemail224066@test.test";"2";"220"
"monemail224066@test.test";"4";"560"
"monemail224068@test.test";"2";"243"
"monemail224068@test.test";"4";"955"
"monemail224069@test.test";"2";"250"
"monemail224069@test.test";"4";"920"
"monemail224070@test.test";"2";"327"
"monemail224070@test.test";"4";"955"
"monemail224072@test.test";"2";"197"
"monemail224072@test.test";"4";"630"
"monemail224073@test.test";"2";"267"
"monemail224073@test.test";"4";"895"
"monemail224075@test.test";"2";"297"
"monemail224075@test.test";"4";"975"
"monemail224076@test.test";"2";"280"
"monemail224076@test.test";"4";"960"
"monemail224077@test.test";"2";"210"
"monemail224077@test.test";"4";"815"
"monemail224078@test.test";"2";"310"
"monemail224078@test.test";"4";"985"
"monemail224079@test.test";"2";"193"
"monemail224079@test.test";"4";"715"
"monemail224080@test.test";"2";"240"
"monemail224080@test.test";"4";"860"
"monemail224081@test.test";"1";"75"
"monemail224081@test.test";"4";"635"
"monemail224082@test.test";"1";"55"
"monemail224082@test.test";"4";"390"
"monemail224084@test.test";"1";"97"
"monemail224084@test.test";"4";"770"
"monemail224086@test.test";"2";"363"
"monemail224086@test.test";"4";"880"
"monemail224087@test.test";"2";"287"
"monemail224087@test.test";"4";"940"
"monemail224088@test.test";"7";"6.5"
"monemail224088@test.test";"2";"237"
"monemail224089@test.test";"2";"313"
"monemail224089@test.test";"4";"945"
"monemail224090@test.test";"2";"297"
"monemail224090@test.test";"4";"940"
"monemail224091@test.test";"2";"163"
"monemail224091@test.test";"4";"790"
"monemail224092@test.test";"2";"253"
"monemail224092@test.test";"4";"800"
"monemail224093@test.test";"2";"203"
"monemail224093@test.test";"4";"890"
"monemail224094@test.test";"2";"240"
"monemail224094@test.test";"4";"960"
"monemail224095@test.test";"2";"313"
"monemail224095@test.test";"4";"935"
"monemail224096@test.test";"2";"183"
"monemail224096@test.test";"4";"805"
"monemail224097@test.test";"2";"280"
"monemail224097@test.test";"4";"915"
"monemail224099@test.test";"2";"310"
"monemail224099@test.test";"4";"965"
"monemail224100@test.test";"2";"193"
"monemail224100@test.test";"4";"885"
"monemail224101@test.test";"1";"120"
"monemail224101@test.test";"4";"925"
"monemail224103@test.test";"2";"370"
"monemail224103@test.test";"4";"950"
"monemail224105@test.test";"2";"210"
"monemail224105@test.test";"4";"910"
"monemail224107@test.test";"2";"267"
"monemail224107@test.test";"4";"895"
"monemail224109@test.test";"2";"330"
"monemail224109@test.test";"4";"880"
"monemail224110@test.test";"2";"230"
"monemail224110@test.test";"4";"965"
"monemail224111@test.test";"2";"190"
"monemail224111@test.test";"4";"950"
"monemail224112@test.test";"2";"227"
"monemail224112@test.test";"4";"860"
"monemail224113@test.test";"2";"227"
"monemail224113@test.test";"4";"970"
"monemail224115@test.test";"2";"313"
"monemail224115@test.test";"4";"875"
"monemail224117@test.test";"2";"127"
"monemail224117@test.test";"4";"775"
"monemail224118@test.test";"2";"303"
"monemail224118@test.test";"4";"970"
"monemail224119@test.test";"2";"293"
"monemail224119@test.test";"4";"910"
"monemail224120@test.test";"2";"397"
"monemail224120@test.test";"4";"975"
"monemail224122@test.test";"2";"233"
"monemail224122@test.test";"4";"975"
"monemail224123@test.test";"1";"107"
"monemail224123@test.test";"4";"670"
"monemail224124@test.test";"2";"313"
"monemail224124@test.test";"4";"920"
"monemail224125@test.test";"2";"173"
"monemail224125@test.test";"4";"875"
"monemail224126@test.test";"2";"300"
"monemail224126@test.test";"4";"905"
"monemail224127@test.test";"2";"197"
"monemail224127@test.test";"4";"775"
"monemail224130@test.test";"1";"55"
"monemail224130@test.test";"4";"810"
"monemail224131@test.test";"2";"283"
"monemail224131@test.test";"4";"895"
"monemail224132@test.test";"2";"297"
"monemail224132@test.test";"4";"860"
"monemail224133@test.test";"2";"247"
"monemail224133@test.test";"4";"535"
"monemail224134@test.test";"2";"307"
"monemail224134@test.test";"4";"955"
"monemail224135@test.test";"1";"80"
"monemail224135@test.test";"4";"760"
"monemail224136@test.test";"2";"190"
"monemail224136@test.test";"4";"845"
"monemail224138@test.test";"5";"111"
"monemail224138@test.test";"2";"313"
"monemail224141@test.test";"1";"135"
"monemail224141@test.test";"4";"845"
"monemail224142@test.test";"2";"343"
"monemail224142@test.test";"4";"945"
"monemail224143@test.test";"2";"273"
"monemail224143@test.test";"4";"800"
"monemail224144@test.test";"5";"84"
"monemail224144@test.test";"2";"210"
"monemail224145@test.test";"1";"80"
"monemail224145@test.test";"4";"760"
"monemail224147@test.test";"1";"86"
"monemail224147@test.test";"4";"645"
"monemail224148@test.test";"2";"280"
"monemail224148@test.test";"4";"985"
"monemail224149@test.test";"1";"96"
"monemail224149@test.test";"4";"920"
"monemail224151@test.test";"1";"96"
"monemail224151@test.test";"4";"595"
"monemail224152@test.test";"2";"200"
"monemail224152@test.test";"4";"830"
"monemail224153@test.test";"1";"123"
"monemail224153@test.test";"4";"835"
"monemail224154@test.test";"2";"243"
"monemail224154@test.test";"4";"735"
"monemail224156@test.test";"2";"213"
"monemail224156@test.test";"4";"930"
"monemail224158@test.test";"2";"270"
"monemail224158@test.test";"4";"805"
"monemail224160@test.test";"2";"330"
"monemail224160@test.test";"4";"910"
"monemail224162@test.test";"1";"140"
"monemail224162@test.test";"4";"930"
"monemail224163@test.test";"1";"67"
"monemail224163@test.test";"4";"865"
"monemail224164@test.test";"2";"290"
"monemail224164@test.test";"4";"920"
"monemail224165@test.test";"2";"230"
"monemail224165@test.test";"4";"885"
"monemail224166@test.test";"2";"273"
"monemail224166@test.test";"4";"965"
"monemail224167@test.test";"2";"263"
"monemail224167@test.test";"4";"780"
"monemail224169@test.test";"2";"260"
"monemail224169@test.test";"4";"920"
"monemail224171@test.test";"1";"116"
"monemail224171@test.test";"4";"840"
"monemail224172@test.test";"2";"383"
"monemail224172@test.test";"4";"925"
"monemail224173@test.test";"2";"257"
"monemail224173@test.test";"4";"910"
"monemail224175@test.test";"2";"327"
"monemail224175@test.test";"4";"970"
"monemail224176@test.test";"2";"297"
"monemail224176@test.test";"4";"975"
"monemail224177@test.test";"2";"390"
"monemail224177@test.test";"4";"985"
"monemail224178@test.test";"2";"240"
"monemail224178@test.test";"4";"970"
"monemail224180@test.test";"2";"413"
"monemail224180@test.test";"4";"880"
"monemail224181@test.test";"2";"227"
"monemail224181@test.test";"4";"925"
"monemail224183@test.test";"2";"287"
"monemail224183@test.test";"4";"890"
"monemail224184@test.test";"1";"58"
"monemail224184@test.test";"4";"710"
"monemail224185@test.test";"2";"333"
"monemail224185@test.test";"4";"930"
"monemail224186@test.test";"8";"59"
"monemail224186@test.test";"1";"91"
"monemail224187@test.test";"2";"243"
"monemail224187@test.test";"4";"925"
"monemail224188@test.test";"2";"293"
"monemail224188@test.test";"4";"955"
"monemail224189@test.test";"2";"317"
"monemail224189@test.test";"4";"980"
"monemail224191@test.test";"2";"260"
"monemail224191@test.test";"4";"970"
"monemail224193@test.test";"2";"183"
"monemail224193@test.test";"4";"920"
"monemail224194@test.test";"2";"207"
"monemail224194@test.test";"4";"855"
"monemail224195@test.test";"2";"293"
"monemail224195@test.test";"4";"885"
"monemail224196@test.test";"1";"74"
"monemail224196@test.test";"4";"805"
"monemail224198@test.test";"2";"267"
"monemail224198@test.test";"4";"850"
"monemail224199@test.test";"2";"207"
"monemail224199@test.test";"4";"965"
"monemail224200@test.test";"2";"307"
"monemail224200@test.test";"4";"955"
"monemail224202@test.test";"1";"93"
"monemail224202@test.test";"4";"955"
"monemail224204@test.test";"2";"340"
"monemail224204@test.test";"4";"670"
"monemail224205@test.test";"2";"210"
"monemail224205@test.test";"4";"925"
"monemail224207@test.test";"2";"213"
"monemail224207@test.test";"4";"935"
"monemail224208@test.test";"5";"103"
"monemail224208@test.test";"2";"350"
"monemail224209@test.test";"2";"227"
"monemail224209@test.test";"4";"935"
"monemail224210@test.test";"2";"337"
"monemail224210@test.test";"4";"970"
"monemail224211@test.test";"2";"307"
"monemail224211@test.test";"4";"800"
"monemail224212@test.test";"2";"323"
"monemail224212@test.test";"4";"985"
"monemail224213@test.test";"2";"317"
"monemail224213@test.test";"4";"955"
"monemail224214@test.test";"2";"280"
"monemail224214@test.test";"4";"975"
"monemail224216@test.test";"2";"217"
"monemail224216@test.test";"4";"820"
"monemail224217@test.test";"2";"310"
"monemail224217@test.test";"4";"940"
"monemail224219@test.test";"2";"230"
"monemail224219@test.test";"4";"900"
"monemail224220@test.test";"1";"80"
"monemail224220@test.test";"4";"840"
"monemail224221@test.test";"7";"7.5"
"monemail224221@test.test";"2";"247"
"monemail224222@test.test";"2";"347"
"monemail224222@test.test";"4";"985"
"monemail224227@test.test";"2";"217"
"monemail224227@test.test";"4";"915"
"monemail224228@test.test";"8";"76"
"monemail224228@test.test";"2";"183"
"monemail224229@test.test";"2";"183"
"monemail224229@test.test";"4";"570"
"monemail224230@test.test";"2";"273"
"monemail224230@test.test";"4";"740"
"monemail224233@test.test";"2";"253"
"monemail224233@test.test";"4";"695"
"monemail224234@test.test";"2";"387"
"monemail224234@test.test";"4";"970"
"monemail224235@test.test";"2";"203"
"monemail224235@test.test";"4";"570"
"monemail224236@test.test";"2";"233"
"monemail224236@test.test";"4";"860"
"monemail224237@test.test";"2";"250"
"monemail224237@test.test";"4";"925"
"monemail224238@test.test";"5";"97"
"monemail224238@test.test";"2";"370"
"monemail224239@test.test";"2";"270"
"monemail224239@test.test";"4";"830"
"monemail224240@test.test";"2";"217"
"monemail224240@test.test";"4";"875"
"monemail224241@test.test";"2";"250"
"monemail224241@test.test";"4";"965"
"monemail224243@test.test";"3";"770"
"monemail224243@test.test";"4";"970"
"monemail224245@test.test";"2";"387"
"monemail224245@test.test";"4";"930"
"monemail224246@test.test";"2";"153"
"monemail224246@test.test";"4";"860"
"monemail224247@test.test";"1";"103"
"monemail224247@test.test";"4";"575"
"monemail224248@test.test";"2";"273"
"monemail224248@test.test";"4";"915"
"monemail224249@test.test";"2";"287"
"monemail224249@test.test";"4";"830"
"monemail224250@test.test";"2";"337"
"monemail224250@test.test";"4";"880"
"monemail224251@test.test";"2";"280"
"monemail224251@test.test";"4";"950"
"monemail224253@test.test";"2";"280"
"monemail224253@test.test";"4";"980"
"monemail224254@test.test";"1";"104"
"monemail224254@test.test";"4";"940"
"monemail224255@test.test";"2";"287"
"monemail224255@test.test";"4";"940"
"monemail224256@test.test";"2";"220"
"monemail224256@test.test";"4";"900"
"monemail224257@test.test";"2";"313"
"monemail224257@test.test";"4";"980"
"monemail224258@test.test";"2";"310"
"monemail224258@test.test";"4";"940"
"monemail224259@test.test";"2";"303"
"monemail224259@test.test";"4";"860"
"monemail224260@test.test";"2";"300"
"monemail224260@test.test";"4";"960"
"monemail224262@test.test";"1";"64"
"monemail224262@test.test";"4";"480"
"monemail224263@test.test";"2";"263"
"monemail224263@test.test";"4";"960"
"monemail224265@test.test";"2";"263"
"monemail224265@test.test";"4";"910"
"monemail224266@test.test";"1";"120"
"monemail224266@test.test";"4";"875"
"monemail224267@test.test";"2";"263"
"monemail224267@test.test";"4";"735"
"monemail224269@test.test";"3";"750"
"monemail224269@test.test";"4";"965"
"monemail224270@test.test";"2";"240"
"monemail224270@test.test";"4";"905"
"monemail224271@test.test";"2";"253"
"monemail224271@test.test";"4";"985"
"monemail224272@test.test";"2";"193"
"monemail224272@test.test";"4";"650"
"monemail224273@test.test";"2";"360"
"monemail224273@test.test";"4";"990"
"monemail224275@test.test";"2";"327"
"monemail224275@test.test";"4";"950"
"monemail224276@test.test";"2";"237"
"monemail224276@test.test";"4";"580"
"monemail224277@test.test";"2";"290"
"monemail224277@test.test";"4";"855"
"monemail224278@test.test";"2";"320"
"monemail224278@test.test";"4";"930"
"monemail224280@test.test";"2";"233"
"monemail224280@test.test";"4";"960"
"monemail224281@test.test";"2";"313"
"monemail224281@test.test";"4";"935"
"monemail224282@test.test";"2";"253"
"monemail224282@test.test";"4";"965"
"monemail224283@test.test";"2";"327"
"monemail224283@test.test";"4";"855"
"monemail224284@test.test";"2";"353"
"monemail224284@test.test";"4";"980"
"monemail224287@test.test";"2";"350"
"monemail224287@test.test";"4";"985"
"monemail224288@test.test";"2";"310"
"monemail224288@test.test";"4";"980"
"monemail224289@test.test";"2";"180"
"monemail224289@test.test";"4";"695"
"monemail224290@test.test";"2";"373"
"monemail224290@test.test";"4";"875"
"monemail224291@test.test";"2";"320"
"monemail224291@test.test";"4";"960"
"monemail224293@test.test";"2";"410"
"monemail224293@test.test";"4";"935"
"monemail224295@test.test";"2";"363"
"monemail224295@test.test";"4";"965"
"monemail224297@test.test";"2";"370"
"monemail224297@test.test";"4";"920"
"monemail224298@test.test";"2";"290"
"monemail224298@test.test";"4";"945"
"monemail224299@test.test";"2";"347"
"monemail224299@test.test";"4";"985"
"monemail224301@test.test";"2";"197"
"monemail224301@test.test";"4";"870"
"monemail224302@test.test";"2";"220"
"monemail224302@test.test";"4";"895"
"monemail224303@test.test";"2";"397"
"monemail224303@test.test";"4";"900"
"monemail224304@test.test";"2";"183"
"monemail224304@test.test";"4";"835"
"monemail224305@test.test";"1";"85"
"monemail224305@test.test";"4";"975"
"monemail224307@test.test";"2";"260"
"monemail224307@test.test";"4";"935"
"monemail224308@test.test";"1";"47"
"monemail224308@test.test";"4";"660"
"monemail224309@test.test";"2";"190"
"monemail224309@test.test";"4";"620"
"monemail224310@test.test";"2";"293"
"monemail224310@test.test";"4";"980"
"monemail224311@test.test";"2";"213"
"monemail224311@test.test";"4";"805"
"monemail224312@test.test";"3";"770"
"monemail224312@test.test";"5";"96"
"monemail224313@test.test";"2";"207"
"monemail224313@test.test";"4";"950"
"monemail224314@test.test";"2";"317"
"monemail224314@test.test";"4";"940"
"monemail224316@test.test";"2";"303"
"monemail224316@test.test";"4";"935"
"monemail224317@test.test";"5";"99"
"monemail224317@test.test";"2";"367"
"monemail224318@test.test";"2";"180"
"monemail224318@test.test";"4";"830"
"monemail224320@test.test";"2";"177"
"monemail224320@test.test";"4";"740"
