"email";"bacSupYear";"bacSupDiploma";"bacSupDiplomaChannel";"bacSupDiplomaDetails";"bacSupEstablishment";"bacSupEstablishmentPostalCode";"bacSupEstablishmentCity";"bacSupEstablishmentCountry";"schoolReportType";"schoolReportAverage1";"schoolReportSavedAverage1";"schoolReportAverageNonStandard1";"schoolReportMedia1Status";"schoolReportAverage2";"schoolReportSavedAverage2";"schoolReportAverageNonStandard2";"schoolReportMedia2Status";"bacSupDual";"bacSupDualDiploma";"bacSupDualDiplomaChannel";"bacSupDualDiplomaDetails";"bacSupDualEstablishment";"bacSupDualEstablishmentPostalCode";"bacSupDualEstablishmentCity";"bacSupDualEstablishmentCountry";"bacSupDualSchoolReportType";"bacSupDualSchoolReportAverage1";"bacSupDualSchoolReportSavedAverage1";"bacSupDualSchoolReportAverageNonStandard1";"bacSupDualSchoolReportMedia1Status";"bacSupDualSchoolReportAverage2";"bacSupDualSchoolReportSavedAverage2";"bacSupDualSchoolReportAverageNonStandard2";"bacSupDualSchoolReportMedia2Status"
"monemail224015@test.test";"2020";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"IUT EVRY";"91000";"EVRY-COURCOURONNES";"FRA";"Semestriel";"15.05";"15.05";"0";"approved";"14.53";"14.53";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224017@test.test";"2020";"LICENCE 3";"GESTION";;"IAE DE LILLE / LYCÉE GASTON BERGER";"59024";"LILLE";"FRA";"Semestriel";"13.57";"13.57";"0";"approved";"14.72";"14.72";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224018@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR IN MANAGEMENT";"AUDENCIA";"44000";"NANTES";"FRA";"Annuel";"14.34";"14.34";"0";"approved";"14.34";"14.34";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224020@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM SKEMA BUSINESS SCHOOL PARIS";"92150 ";"SURESNES";"FRA";"Semestriel";"12.18";"12.18";"0";"approved";"14.43";"14.43";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224021@test.test";"2021";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION COMPTABLE ET FINANCIERE";;"IUT 2 - GRENOBLE";"38000";"GRENOBLE";"FRA";"Semestriel";"14.57";"14.57";"0";"approved";"13.31";"13.31";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224022@test.test";"2018";"LICENCE 3";"ÉCONOMIE ET GESTION";;"FACULTÉ DE RENNES 1";"35200";"RENNES";"FRA";"Annuel";"10.25";"10.25";"0";"approved";"10.25";"10.25";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224023@test.test";"2021";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"IUT GRAND OUEST NORMANDIE ";"14032";"CAEN ";"FRA";"Semestriel";"13.40";"13.40";"0";"approved";"14.18";"14.18";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224024@test.test";"2020";"DUETI";"Préciser l'intitulé";"BUSINESS MANAGEMENT AND ENTREPRENEURSHIP";"VIVES UNIVERSITY OF APPLIED SCIENCES";"06200";"NICE";"FRA";"Semestriel";"12.80";"12.80";"0";"approved";"13.32";"13.32";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224025@test.test";"2020";"DUETI";"Préciser l'intitulé";"COMMERCE";"IUT DE SCEAUX";"92330";"SCEAUX";"FRA";"Semestriel";"11.42";"11.42";"0";"approved";"14.22";"14.22";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224026@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"IAE NANTES";"44000";"NANTES";"FRA";"Semestriel";"9.76";"9.76";"0";"approved";"10.16";"10.16";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224027@test.test";"2017";"Autre diplôme (nous contacter)";NULL;;"UNIVERSITE PARIS II PANTHEON ASSAS";"75006";"PARIS";"FRA";"Annuel";"10.08";"10.08";"0";"approved";"10.08";"10.08";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224028@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA";"75004";"PARIS 4EME ARRONDISSEMENT";"FRA";"Annuel";"14.05";"14.05";"0";"approved";"14.05";"14.05";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224029@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR SPU'EST";"ICN BUSINESS SCHOOL";"54000";"NANCY";"FRA";"Annuel";"14.05";"14.05";"0";"approved";"14.05";"14.05";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224030@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ CATHOLIQUE DE LILLE";"59800";"LILLE";"FRA";"Annuel";"10.30";"10.30";"0";"approved";"10.30";"10.30";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224031@test.test";"2021";"BTS";"COMPTABILITÉ ET GESTION";;"LYCÉE MONTALEMBERT";"92400";"COURBEVOIE";"FRA";"Semestriel";"14.30";"14.30";"0";"approved";"14.17";"14.17";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224032@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ PANTHÉON-ASSAS";"75006";"PARIS";"FRA";"Annuel";"13.59";"13.59";"0";"approved";"13.59";"13.59";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224033@test.test";"2020";"LICENCE 3";"DROIT";;"UNIVERSITE D'EVRY VAL D'ESSONNE";"91000";"EVRY";"FRA";"Annuel";"11.88";"11.88";"0";"approved";"11.88";"11.88";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224035@test.test";"2020";"LICENCE 3";"ÉCONOMIE";;"PARIS 1 PANTHÉON SORBONNE";"75005";"PARIS";"FRA";"Annuel";"12.14";"12.14";"0";"approved";"12.14";"12.14";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224037@test.test";"2020";"LICENCE 3";"ÉCONOMIE";;"FACULTÉ DE GESTION ECONOMIE ET SCIENCES DE L'UNIVERSITE CATHOLIQUE DE LILLE";"59800";"LILLE";"FRA";"Annuel";"13.44";"13.44";"0";"approved";"13.44";"13.44";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224038@test.test";"2020";"LICENCE 3";"GESTION";;"IAELYON, UNIVERSITÉ JEAN MOULIN LYON 3";"69008";"LYON 8ÈME";"FRA";"Annuel";"15.22";"15.22";"0";"approved";"15.22";"15.22";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224042@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ LUMIERE LYON 2";"69007";" LYON";"FRA";"Semestriel";"14.00";"14.00";"0";"approved";"15.43";"15.43";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224043@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ LYON 2 / LA MARTINIÈRE DUCHÈRE";"69009";"LYON";"FRA";"Semestriel";"14.70";"14.70";"0";"approved";"14.54";"14.54";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224044@test.test";"2018";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"LYCÉE OZENNE TOULOUSE - UNIVERSITÉ TOULOUSE 1 CAPITOLE";"31000";"TOULOUSE";"FRA";"Semestriel";"16.11";"16.11";"0";"approved";"16.26";"16.26";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224047@test.test";"2020";"LICENCE 3";"GESTION";;"PARIS 1 PANTHEON-SORBONNE";"75231";"PARIS";"FRA";"Annuel";"12.19";"12.19";"0";"approved";"12.19";"12.19";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224048@test.test";"2019";"LICENCE 3";" Autre - Préciser";"DROIT ET ECONOMIE-GESTION (DOUBLE LICENCE)";"UNIVERSITÉ PARIS NANTERRE";"92001";"NANTERRE";"FRA";"Annuel";"11.00";"11.00";"0";"approved";"11.00";"11.00";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224049@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"PARIS 1 PANTHEON SORBONNE ";"75231";"PARIS ";"FRA";"Semestriel";"14.70";"14.70";"0";"approved";"14.30";"14.30";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224051@test.test";"1";"LICENCE 2";"ÉCONOMIE";;"UNIVERSITÉ CATHOLIQUE DE LILLE";"59800";"LILLE";"FRA";"Semestriel";"14.18";"14.18";"0";"approved";"14.88";"14.88";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224052@test.test";"2019";"LICENCE 3";"DROIT";;"UNIVERSITE JEAN MOULIN LYON III";"69008";"LYON";"FRA";"Semestriel";"9.54";"9.54";"0";"approved";"10.60";"10.60";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224054@test.test";"2020";"DCG 3ème année (Bac+3 homologué)";"Préciser l'intitulé";;"LYCÉE NOTRE-DAME DU GRANDCHAMP";"78150";"LE CHESNAY";"FRA";"Semestriel";"10.20";"10.20";"0";"approved";"10.50";"10.50";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224055@test.test";"2020";"DCG 3ème année (Bac+3 homologué)";"Préciser l'intitulé";;"NOTRE DAME DU GRANDCHAMP";"78000";"VERSAILLES";"FRA";"Semestriel";"10.30";"10.30";"0";"approved";"9.80";"9.80";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224056@test.test";"2017";"BTS";" Autre - Préciser";"BTS MECP OPTION MANAGEMENT";"ECOLE PEYREFITTE ESTHETIQUE";"13090";"AIX-EN-PROVENCE";"FRA";"Semestriel";"14.95";"14.95";"0";"approved";"14.30";"14.30";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224058@test.test";"2020";"LICENCE 2";"SCIENCES DE LA VIE ET DE LA TERRE";;"UNIVERSITÉ DE BOURGOGNE";"21000";"DIJON";"FRA";"Annuel";"12.31";"12.31";"0";"approved";"12.31";"12.31";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224060@test.test";"2020";"LICENCE 3";"ÉCONOMIE";;"UNIVERSITÉ DE PARIS 1 PANTHÉON-SORBONNE";"75005";"PARIS";"FRA";"Semestriel";"8.20";"8.20";"0";"approved";"9.80";"9.80";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224061@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITÉ PAUL VALERY ";"34090";"MONTPELLIER";"FRA";"Semestriel";"13.60";"13.60";"0";"approved";"14.52";"14.52";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224062@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR EN MANAGEMENT";"ICN BUSINESS SCHOOL";"54000";"NANCY";"FRA";"Semestriel";"14.77";"14.77";"0";"approved";"14.00";"14.00";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224063@test.test";"2020";"LICENCE 3";" Autre - Préciser";"LICENCE INTERNATIONALE ECONOMIE GESTION";"UNIVERSITÉ CATHOLIQUE DE LILLE";"59800";"LILLE";"FRA";"Semestriel";"9.50";"9.50";"0";"approved";"13.01";"13.01";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224064@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM";"59000";"LILLE";"FRA";"Semestriel";"11.14";"11.14";"0";"approved";"12.42";"12.42";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224065@test.test";"2019";"MASTER 1";"COMMERCE/MARKETING";;"UNIVERSITE PARIS 1 PANTHEON SORBONNE";"75231";"PARIS CEDEX 05";"FRA";"Annuel";"12.92";"12.92";"0";"approved";"12.92";"12.92";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224066@test.test";"2020";"LICENCE 3";"DROIT";;"INSTITUT CATHOLIQUE DE PARIS ";"75006";"PARIS ";"FRA";"Semestriel";"10.03";"10.03";"0";"approved";"12.53";"12.53";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224068@test.test";"2020";"LICENCE 3";" Autre - Préciser";"DOUBLE LICENCE ECONOMIE-GESTION / LANGUES ETRANGERES APPLIQUEES";"UNIVERSITE DE STRASBOURG";"67000";"STRASBOURG";"FRA";"Semestriel";"12.66";"12.66";"0";"approved";"13.56";"13.56";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224069@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"59777";"LILE";"FRA";"Semestriel";"9.57";"9.57";"0";"approved";"12.45";"12.45";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224070@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ PARIS II PANTHÉON-ASSAS";"75006";"PARIS ";"FRA";"Annuel";"15.29";"15.29";"0";"approved";"15.29";"15.29";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224072@test.test";"2018";"LICENCE 3";" Autre - Préciser";"MANAGEMENT DU SPORT";"ILEPS (ECOLE SUPÉRIEURE DES METIERS DU SPORT)";"95000";"CERGY PONTOISE";"FRA";"Annuel";"12.41";"12.41";"0";"approved";"12.41";"12.41";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224073@test.test";"2019";"LICENCE 3";" Autre - Préciser";"DOUBLE LICENCE DROIT - ECONOMIE";"UNIVERSITE PARIS NANTERRE";"92000";"NANTERRE";"FRA";"Annuel";"12.41";"12.41";"0";"approved";"12.41";"12.41";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224075@test.test";"2019";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITE PAUL VALERY";"34090";"MONTPELLIER";"FRA";"Semestriel";"14.02";"14.02";"0";"approved";"15.89";"15.89";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224076@test.test";"2018";"LICENCE 3";"LANGUES ÉTRANGÈRES APPLIQUÉES";;"INALCO";"75013";"PARIS";"FRA";"Semestriel";"11.17";"11.17";"0";"approved";"13.96";"13.96";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224077@test.test";"2020";"LICENCE 3";"DROIT";;"UNIVERSITE TOULOUSE 1 CAPITOLE";"31000";"TOULOUSE";"FRA";"Annuel";"10.23";"10.23";"0";"approved";"10.23";"10.23";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224078@test.test";"2019";"MASTER 1";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ CATHOLIQUE DE LILLE";"59800";"LILLE";"FRA";"Annuel";"10.71";"10.71";"0";"approved";"10.71";"10.71";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224079@test.test";"2020";"DUETI";"Préciser l'intitulé";"BUSINESS AND ADMINISTRATION ";"IUT DE NICE DE L'UNIVERSITÉ CÔTE D'AZUR";"06200";"NICE";"FRA";"Semestriel";"12.61";"12.61";"0";"approved";"11.62";"11.62";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224080@test.test";"2017";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"MARKETING ET DEVELOPPEMENT";"INSEEC BACHELOR";"75016";"PARIS";"FRA";"Semestriel";"13.95";"13.95";"0";"approved";"14.69";"14.69";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224081@test.test";"2021";"BTS";"MANAGEMENT DES UNITES COMMERCIALES";;"LYCÉE SAINTE CLOTILDE";"67000";"STRASBOURG";"FRA";"Semestriel";"14.57";"14.57";"0";"approved";"13.86";"13.86";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224082@test.test";"2015";"LICENCE 2";"ÉCONOMIE ET GESTION";;"UNIVERSITE DE LILLE 1 ";"59650";"VILLENEUVE-D’ASCQ";"FRA";"Semestriel";"12.60";"12.60";"0";"approved";"10.91";"10.91";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224084@test.test";"2020";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS";;"IUT DE SAINT-MALO";"35400";"SAINT-MALO";"FRA";"Semestriel";"11.63";"11.63";"0";"approved";"10.82";"10.82";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224086@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"IAE LYON";"69008";"LYON";"FRA";"Semestriel";"11.56";"11.56";"0";"approved";"11.23";"11.23";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224087@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"IAE LYON JEAN MOULIN LYON III";"69008";"LYON";"FRA";"Annuel";"13.72";"13.72";"0";"approved";"13.72";"13.72";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224088@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"MANAGEMENT";"BURGUNDY SCHOOL OF BUSINESS";"69008";"LYON";"FRA";"Annuel";"15.73";"15.73";"0";"approved";"15.73";"15.73";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224089@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITE CLAUDE BERNARD LYON 1";"69100";"VILLEURBANNE";"FRA";"Semestriel";"13.48";"13.48";"0";"approved";"13.66";"13.66";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224090@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERISTE CATHOLIQUE DE LILLE";"59000";"LILLE";"FRA";"Annuel";"12.61";"12.61";"0";"approved";"12.61";"12.61";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224091@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITÉ LUMIÈRE LYON 2";"69007";"LYON";"FRA";"Annuel";"12.15";"12.15";"0";"approved";"12.15";"12.15";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224092@test.test";"2017";"MASTER 1";"FINANCE";;"UNIVERSITÉ MONTPELLIER, SITE RICHTER";"34960";"MONTPELLIER";"FRA";"Annuel";"11.88";"11.88";"0";"approved";"11.88";"11.88";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224093@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR IN MANAGEMENT";"AUDENCIA BACHELORS";"44100";"NANTES";"FRA";"Annuel";"13.20";"13.20";"0";"approved";"13.20";"13.20";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224094@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";"PRÉPA AST LYON 2 - INSTITUTION NOTRE DAME DES MINIMES / LICENCE 3 ADMINISTRATION ECONOMIQUE ET SOCIA";"UNIVERSITÉ LYON 2 ";"69365";"LYON";"FRA";"Semestriel";"11.47";"11.47";"0";"approved";"13.14";"13.14";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224095@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ PARIS X NANTERRE";"92000";"NANTERRE";"FRA";"Semestriel";"9.16";"9.16";"0";"approved";"10.23";"10.23";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224096@test.test";"2020";"LICENCE 3";" Autre - Préciser";"LICENCE MANAGEMENT GÉNÉRAL ET INTERNATIONAL";"UPEC";"75013 ";"PARIS";"FRA";"Annuel";"14.74";"14.74";"0";"approved";"14.74";"14.74";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224097@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITE JEAN MOULIN LYON 3";"69008";"LYON";"FRA";"Annuel";"14.24";"14.24";"0";"approved";"14.24";"14.24";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224099@test.test";"2020";"LICENCE 3";"ÉCONOMIE";;"UNIVERSITÉ CATHOLIQUE DE LILLE";"59000";"LILLE";"FRA";"Semestriel";"13.94";"13.94";"0";"approved";"14.85";"14.85";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224100@test.test";"2018";"MASTER 1";"DROIT";;"FACO";"75006";"PARIS";"FRA";"Annuel";"10.33";"10.33";"0";"approved";"10.33";"10.33";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224101@test.test";"2021";"LICENCE 2";" Autre - Préciser";"ECONOMIE ET FINANCE";"UNIVERSITÉ CATHOLIQUE DE LILLE";"59800";"LILLE";"FRA";"Semestriel";"11.99";"11.99";"0";"approved";"12.65";"12.65";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224103@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ PANTHÉON-ASSAS";"75116";"PARIS";"FRA";"Annuel";"13.97";"13.97";"0";"approved";"13.97";"13.97";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224105@test.test";"2020";"LICENCE 3";"GESTION";;"UNIVERSITÉ TOULOUSE 1 CAPTIOLE";"31000";"TOULOUSE";"FRA";"Annuel";"11.51";"11.51";"0";"approved";"11.51";"11.51";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224107@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ PARIS DAUPHINE-PSL";"75016";"PARIS";"FRA";"Annuel";"13.04";"13.04";"0";"approved";"13.04";"13.04";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224109@test.test";"2019";"LICENCE 3";"DROIT";;"UNIVERSITÉ DE LILLE 2";"59000";"LILLE";"FRA";"Annuel";"12.07";"12.07";"0";"approved";"12.07";"12.07";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224110@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ PARIS II PANTHÉON ASSAS";"75006";"PARIS";"FRA";"Annuel";"13.00";"13.00";"0";"approved";"13.00";"13.00";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224111@test.test";"2018";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITÉ TOULOUSE 1 CAPITOLE";"31000";"TOULOUSE";"FRA";"Semestriel";"14.04";"14.04";"0";"approved";"14.44";"14.44";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224112@test.test";"2018";"MASTER 1";"COMMERCE/MARKETING";;"KEDGE BUSINESS SCHOOL";"13009";"MARSEILLE";"FRA";"Semestriel";"13.81";"13.81";"0";"approved";"14.04";"14.04";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224113@test.test";"2020";"LICENCE 3";" Autre - Préciser";"DOUBLE LICENCE DROIT-GESTION ";"UNIVERISTE PARIS 1 PANTHÉON-SORBONNE";"75005";"PARIS";"FRA";"Semestriel";"9.65";"9.65";"0";"approved";"12.96";"12.96";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail224115@test.test";"2019";"MASTER 1";"FINANCE";;"UNIVERSITÉ PARIS 1 PANTHÉON-SORBONNE";"75005";"PARIS";"FRA";"Annuel";"10.70";"10.70";"0";"approved";"10.70";"10.70";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224117@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"ELMI";"06300";"NICE";"FRA";"Annuel";"7.25";"7.25";"0";"approved";"7.25";"7.25";"1";"approved";"0";;;;;;;;;;;;;;;;
"monemail224118@test.test";"2019";"LICENCE 3";"MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES HUMAINES ET SOCIALES";;"UNIVERSITÉ PARIS-1 PANTHÉON SORBONNE";"75013";"PARIS";"FRA";"Annuel";"10.46";"10.46";"0";"approved";"10.46";"10.46";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224119@test.test";"20";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITE PARIS SACLAY ";"92330";"SCEAUX";"FRA";"Annuel";"17.29";"17.29";"0";"approved";"17.29";"17.29";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224120@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITE PARIS SACLAY";"92330";"SCEAUX";"FRA";"Annuel";"3.80";"3.80";"0";"approved";"3.80";"3.80";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224122@test.test";"2019";"LICENCE 3";"DROIT";;"UNIVERSITE TOULOUSE 1 CAPITOLE";"31000";"TOULOUSE";"FRA";"Annuel";"10.45";"10.45";"0";"approved";"10.45";"10.45";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224123@test.test";"2020";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"IUT BELFORT MONTBÉLIAR";"90000";"BELFORT";"FRA";"Semestriel";"12.40";"12.40";"0";"approved";"12.25";"12.25";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224124@test.test";"2019";"MASTER 1";" Autre - Préciser";"MATHÉMATIQUES APPLIQUÉES, STATISTIQUES";"UNIVERSITÉ AIX-MARSEILLE";"13003";"MARSEILLE";"FRA";"Semestriel";"10.06";"10.06";"0";"approved";"9.77";"9.77";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224125@test.test";"2019";"LICENCE 3";"ÉCONOMIE";;"PARIS 1 PANTHEON SORBONNE";"75005";"PARIS";"FRA";"Semestriel";"12.50";"12.50";"0";"approved";"12.11";"12.11";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224126@test.test";"2018";"LICENCE 3";"INFORMATION ET COMMUNICATION";"INFORMATION ET COMMUNICATION";"INSTITUT CATHOLIQUE DE PARIS";"75006";"PARIS";"FRA";"Semestriel";"11.80";"11.80";"0";"approved";"13.66";"13.66";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224127@test.test";"2019";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITÉ DE ROUEN NORMANDIE";"76000";"ROUEN";"FRA";"Semestriel";NULL;NULL;"1";"approved";NULL;NULL;"1";"approved";"0";;;;;;;;;;;;;;;;
"monemail224130@test.test";"2021";"BTS";"COMMERCE INTERNATIONAL";;"MAISON D'EDUCATION DE LA LEGION D'HONNEUR";"93200";"ST DENIS";"FRA";"Semestriel";"12.70";"12.70";"0";"approved";"11.60";"11.60";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224131@test.test";"2020";"LICENCE PROFESSIONNELLE";" Autre - Préciser";"COMMERCIALISATION DE PRODUITS ET SERVICES EN B TO B";"IUT C ROUBAIX";"59100";"ROUBAIX";"FRA";"Semestriel";"12.72";"12.72";"0";"approved";"10.65";"10.65";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224132@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITE JEAN MOULIN LYON 3";"69008";"LYON";"FRA";"Semestriel";"10.60";"10.60";"0";"approved";"10.40";"10.40";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224133@test.test";"2020";"LICENCE 3";"GESTION";;"UNIVERSITÉ CATHOLIQUE DE LILLE ";"59800";"LILLE";"FRA";"Annuel";"11.00";"11.00";"0";"approved";"11.00";"11.00";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail224134@test.test";"2019";"LICENCE 3";"DROIT";;"INSTITUT CATHOLIQUE DE PARIS";"75270";"PARIS CEDEX 06";"FRA";"Semestriel";"10.93";"10.93";"0";"approved";"11.30";"11.30";"0";"approved";"0";;;;;;;;;;;;;;;;
