"email";"bacYear";"bacINE";"bacChannel";"bacSerie";"bacDistinction"
"monemail223977@test.test";"2019";"110969269JK";"Général";"Économique et social";"3"
"monemail223978@test.test";"2018";"0AIU2U00MU2";"Général";"Scientifique";"1"
"monemail223979@test.test";"2020";"050234059BA";"Général";"Économique et social";"3"
"monemail223980@test.test";"2020";"22922232";"Général";"Économique et social";"3"
"monemail223982@test.test";"2018";"081996616AG";"Général";"Scientifique";"2"
"monemail223983@test.test";"2019";"070643936KH";"Général";"Scientifique";"2"
"monemail223984@test.test";"2016";"2309004825D";"Technologique";"STG";"2"
"monemail223986@test.test";"2017";"2110007427J";"Général";"Scientifique";"3"
"monemail223987@test.test";"2019";" 060946641BB";"Général";"Économique et social";"2"
"monemail223988@test.test";"2019";"070888821EA";"Général";"Économique et social";"3"
"monemail223989@test.test";"2017";"2510029676B";"Général";"Scientifique";"4"
"monemail223990@test.test";"2019";"0111015141G";"Général";"Économique et social";"4"
"monemail223991@test.test";"2018";"153325434EB";"Général";"Économique et social";"3"
"monemail223992@test.test";"2020";"060358871FJ";"Général";"Économique et social";"3"
"monemail223993@test.test";"2019";"070952680AH";"Général";"Scientifique";"2"
"monemail223994@test.test";"2019";"080664819KA";"Général";"Scientifique";"4"
"monemail223996@test.test";"2019";"153076238EE";"Général";"Économique et social";"3"
"monemail223997@test.test";"2018";"081640561HB";"Général";"Économique et social";"3"
"monemail223998@test.test";"2019";"7026980424A";"Général";"Scientifique";"3"
"monemail223999@test.test";"2020";"080456967HB";"Général";"Économique et social";"1"
"monemail224000@test.test";"2020";"061136217HA";"Général";"Économique et social";"2"
"monemail224001@test.test";"2018";"0911040492E";"Général";"Scientifique";"4"
"monemail224002@test.test";"2018";"081785521CK";"Général";"Scientifique";"3"
"monemail224003@test.test";"2019";"081747670FA";"Général";"Scientifique";"3"
"monemail224004@test.test";"2018";"060332506DK";"Général";"Économique et social";"4"
"monemail224005@test.test";"2019";"070052119CA";"Général";"Économique et social";"3"
"monemail224006@test.test";"2020";;"Général";"Scientifique";"1"
"monemail224007@test.test";"2019";"7026120022F";"Général";"Scientifique";"2"
"monemail224009@test.test";"2018";"081382943FH";"Général";"Économique et social";"3"
"monemail224010@test.test";"2019";"070532143EK";"Général";"Économique et social";"3"
"monemail224011@test.test";"2019";"080964170JB";"Général";"Économique et social";"4"
"monemail224012@test.test";"2020";"082038624KG";"Général";"Économique et social";"2"
"monemail224013@test.test";"2019";"100784638BB";"Général";"Scientifique";"3"
"monemail224014@test.test";"2017";"2510001209J";"Professionnel";"Autre";"2"
"monemail224015@test.test";"2019";"060989914KH";"Général";"Scientifique";"4"
"monemail224017@test.test";"2019";"081806702KB";"Général";"Scientifique";"2"
"monemail224018@test.test";"2019";"123067725FF";"Général";"Économique et social";"2"
"monemail224020@test.test";"2020";"9920D59728A";"Général";"Scientifique";"3"
"monemail224021@test.test";"2020";"100887924DA";"Général";"Scientifique";"3"
"monemail224022@test.test";"2017";"1408014056L";"Général";"Scientifique";"4"
"monemail224023@test.test";"2020";"090513557FD";"Général";"Économique et social";"2"
"monemail224024@test.test";"2019";"070917030FJ";"Général";"Économique et social";"2"
"monemail224025@test.test";"2019";"110933203HB";"Général";"Économique et social";"3"
"monemail224026@test.test";"2018";"080671465EA";"Général";"Scientifique";"1"
"monemail224027@test.test";"2016";"0G412R00066";"Général";"Scientifique";"3"
"monemail224028@test.test";"2019";"153061330BE";"Général";"Économique et social";"3"
"monemail224029@test.test";"2019";"061264802BA";"Général";"Scientifique";"3"
"monemail224030@test.test";"2018";"060696848CK";"Général";"Scientifique";"4"
"monemail224031@test.test";"2020";"070654229JG";"Technologique";"STG";"3"
"monemail224032@test.test";"2018";"060386784JB";"Général";"Scientifique";"4"
"monemail224033@test.test";"2019";"081074566 HB";"Général";"Scientifique";"3"
"monemail224035@test.test";"2019";"061210127HE";"Général";"Scientifique";"3"
"monemail224037@test.test";"2019";"071577646BC";"Général";"Économique et social";"2"
"monemail224038@test.test";"2019";"091063467DG";"Général";"Scientifique";"2"
"monemail224042@test.test";"2018";"090804631HG";"Général";"Scientifique";"3"
"monemail224043@test.test";"2019";"061243215GD";"Général";"Économique et social";"3"
"monemail224044@test.test";"2017";"0114016397S";"Général";"Économique et social";"2"
"monemail224047@test.test";"2019";"090799012GK";"Général";"Scientifique";"2"
"monemail224048@test.test";"2018";"101136247CH";"Général";"Économique et social";"1"
"monemail224049@test.test";"2019";"050154239KG";"Général";"Économique et social";"2"
"monemail224051@test.test";;;"Professionnel";;"4"
"monemail224052@test.test";"2018";"1004237406K";"Général";"Économique et social";"3"
"monemail224054@test.test";"2019";"0808484990B";"Général";"Économique et social";"2"
"monemail224055@test.test";"2019";"070557138JA";"Général";"Économique et social";"3"
"monemail224056@test.test";"2016";"1409047466H";"Général";"Scientifique";"4"
"monemail224058@test.test";"2019";"071867831FB";"Général";"Scientifique";"3"
"monemail224060@test.test";"2019";"071053407GD";"Général";"Économique et social";"2"
"monemail224061@test.test";"2019";"090260475GC";"Général";"Scientifique";"3"
"monemail224062@test.test";"2019";"071344536DB";"Général";"Scientifique";"4"
"monemail224063@test.test";"2019";"123005888AG";"Général";"Économique et social";"3"
"monemail224064@test.test";"2020";"091119159CC";"Général";"Scientifique";"3"
"monemail224065@test.test";"2018";"071556038JG";"Général";"Économique et social";"1"
"monemail224066@test.test";"2019";"070079694KA";"Général";"Scientifique";"4"
"monemail224068@test.test";"2019";"070810525FH";"Général";"Scientifique";"3"
"monemail224069@test.test";"2019";"071674837BF";"Général";"Économique et social";"3"
"monemail224070@test.test";"2019";"100710490FB";"Général";"Scientifique";"4"
"monemail224072@test.test";"2017";"2510063456U";"Général";"Économique et social";"4"
"monemail224073@test.test";"2018";"070859787HB";"Général";"Scientifique";"3"
"monemail224075@test.test";"2018";"080524052BD";"Général";"Économique et social";"2"
"monemail224076@test.test";"2017";"1110039150U";"Général";"Scientifique";"3"
"monemail224077@test.test";"2019";"163061915DC";"Général";"Scientifique";"3"
"monemail224078@test.test";"2018";"153019914BB";"Général";"Économique et social";"4"
"monemail224079@test.test";"2019";"10000000000000";"Général";"Économique et social";"3"
"monemail224080@test.test";"2016";"0809005189S";"Général";"Économique et social";"4"
"monemail224081@test.test";"2020";"071737312AJ";"Technologique";"STG";"2"
"monemail224082@test.test";"2014";"11600645";"Général";"Scientifique";"3"
"monemail224084@test.test";"2019";"123054766BG";"Général";"Économique et social";"3"
"monemail224086@test.test";"2018";"081913975AD";"Général";"Scientifique";"4"
"monemail224087@test.test";"2019";"123044853DF";"Général";"Scientifique";"2"
"monemail224088@test.test";"2019";"071342583EE";"Général";"Scientifique";"3"
"monemail224089@test.test";"2019";" 123045821DH";"Général";"Économique et social";"2"
"monemail224090@test.test";"2019";" 101147870EE";"Général";"Économique et social";"2"
"monemail224091@test.test";"2019";"100742455KG";"Général";"Économique et social";"4"
"monemail224092@test.test";"2016";"1108003117P";"Général";"Scientifique";"4"
"monemail224093@test.test";"2019";"153455448AH";"Général";"Littéraire";"3"
"monemail224094@test.test";"2019";"100883441FB";"Général";"Économique et social";"2"
"monemail224095@test.test";"2018";"153009680GA";"Général";"Économique et social";"4"
"monemail224096@test.test";"2019";"091053570DK";"Général";"Scientifique";"4"
"monemail224097@test.test";"2018";"15320088467";"Général";"Scientifique";"2"
"monemail224099@test.test";"2019";" 0CNIGU00CF1";"Général";"Scientifique";"2"
"monemail224100@test.test";"2017";"0109026605E";"Général";"Économique et social";"4"
"monemail224101@test.test";"2020";"070816748EC";"Général";"Économique et social";"3"
"monemail224103@test.test";"2019";"100817894CG";"Général";"Économique et social";"2"
"monemail224105@test.test";"2019";"06O9IU01HW2";"Général";"Économique et social";"2"
"monemail224107@test.test";"2019";"081930974HG";"Général";"Scientifique";"2"
"monemail224109@test.test";"2018";"153111351EF";"Général";"Économique et social";"2"
"monemail224110@test.test";"2019";"110988964JF";"Général";"Économique et social";"2"
"monemail224111@test.test";"2017";"1610004028D";"Général";"Littéraire";"1"
"monemail224112@test.test";"2017";"0910048206H";"Général";"Scientifique";"4"
"monemail224113@test.test";"2019";"080754595DK";"Général";"Économique et social";"2"
"monemail224115@test.test";"2018";"060435544BF";"Général";"Économique et social";"2"
"monemail224117@test.test";"2019";;"Général";"Économique et social";"3"
"monemail224118@test.test";"2018";"153019772FG";"Général";"Scientifique";"4"
"monemail224119@test.test";"19";"061061490BA";"Général";"Scientifique";"1"
"monemail224120@test.test";"2018";"101035146FE";"Général";"Économique et social";"3"
"monemail224122@test.test";"2018";"072075499GA";"Général";"Économique et social";"4"
"monemail224123@test.test";"2019";"070254535ED";"Général";"Scientifique";"4"
"monemail224124@test.test";"2018";"2314901932C";"Général";"Scientifique";"4"
"monemail224125@test.test";"2018";"0G411V01UK4";"Général";"Économique et social";"1"
"monemail224126@test.test";"2017";"173737254341";"Général";"Littéraire";"3"
"monemail224127@test.test";"2018";"22112042";"Professionnel";"Autre";"2"
"monemail224130@test.test";"2020";"163003133DC";"Technologique";"STG";"2"
"monemail224131@test.test";"2019";"123021166FE";"Général";"Économique et social";"4"
"monemail224132@test.test";"2018";"153202830DH";"Technologique";"STG";"3"
"monemail224133@test.test";"2019";"110856148BB";"Général";"Économique et social";"3"
"monemail224134@test.test";"2018";"071854247FF";"Général";"Scientifique";"1"
"monemail224135@test.test";"2019";"060331539DG";"Technologique";"STG";"4"
"monemail224136@test.test";"2019";"060814764GF";"Général";"Économique et social";"3"
"monemail224138@test.test";"2018";"070888855AG";"Général";"Scientifique";"2"
"monemail224141@test.test";"2020";"070763117DC";"Général";"Économique et social";"2"
"monemail224142@test.test";"2018";"153163775AB";"Général";"Scientifique";"3"
"monemail224143@test.test";"2019";"111034317DB";"Technologique";"STG";"2"
"monemail224144@test.test";"2018";"082006093DF";"Général";"Scientifique";"2"
"monemail224145@test.test";"2020";"081473269DJ ";"Général";"Scientifique";"3"
"monemail224147@test.test";"2020";"111054293DH";"Général";"Économique et social";"3"
"monemail224148@test.test";"2017";"2410049764J";"Général";"Scientifique";"3"
"monemail224149@test.test";"2019";"060083797EA";"Général";"Économique et social";"3"
"monemail224151@test.test";"2020";"091119238EA";"Général";"Économique et social";"3"
"monemail224152@test.test";"2019";"081187094GD";"Technologique";"STG";"2"
"monemail224153@test.test";"2019";"110957096EA";"Général";"Scientifique";"2"
"monemail224154@test.test";"2019";"123053768EE";"Général";"Économique et social";"2"
"monemail224156@test.test";"2019";"123045570KE";"Général";"Économique et social";"4"
"monemail224158@test.test";"2018";"061133334ED";"Général";"Économique et social";"2"
"monemail224160@test.test";"2019";"081753000FF";"Général";"Scientifique";"1"
"monemail224162@test.test";"2020";"081394318DB";"Général";"Scientifique";"2"
"monemail224163@test.test";"2018";"081673903KH";"Général";"Scientifique";"3"
"monemail224164@test.test";"2018";"060908148KC";"Général";"Économique et social";"2"
"monemail224165@test.test";"2019";"070523371KB";"Général";"Économique et social";"3"
"monemail224166@test.test";"2019";"061369065CC";"Général";"Économique et social";"3"
"monemail224167@test.test";"2018";"071967051GC";"Général";"Économique et social";"2"
"monemail224169@test.test";"2019";"197137087053";"Général";"Économique et social";"3"
"monemail224171@test.test";"2020";"207113132183";"Général";"Économique et social";"3"
"monemail224172@test.test";"2019";"060360739DD";"Général";"Scientifique";"4"
"monemail224173@test.test";"2018";"193023979AH";"Général";"Scientifique";"3"
"monemail224175@test.test";"2016";"2408065975S";"Général";"Scientifique";"3"
"monemail224176@test.test";"2019";"110932135HC";"Général";"Économique et social";"1"
"monemail224177@test.test";"2019";"101018270FC";"Général";"Économique et social";"1"
"monemail224178@test.test";"2019";"060365572FA";"Général";"Scientifique";"4"
"monemail224180@test.test";"2019";"080631198FC";"Général";"Économique et social";"1"
"monemail224181@test.test";"2019";"060371868FK";"Général";"Économique et social";"3"
"monemail224183@test.test";"2019";"060151942JG";"Général";"Économique et social";"3"
"monemail224184@test.test";"2020";"7120103820";"Technologique";"STG";"1"
"monemail224185@test.test";"2019";"080960238DG";"Général";"Économique et social";"2"
"monemail224186@test.test";"2020";"081944411CF";"Général";"Économique et social";"4"
"monemail224187@test.test";"2019";"081793575CG";"Général";"Scientifique";"3"
"monemail224188@test.test";"2019";"090307594JF";"Général";"Scientifique";"3"
"monemail224189@test.test";"2019";"072066249KF";"Général";"Économique et social";"1"
"monemail224191@test.test";"2017";"2510030570Y";"Général";"Économique et social";"3"
"monemail224193@test.test";"2018";"18003366";"Général";"Économique et social";"1"
"monemail224194@test.test";"2017";"1810018230V";"Général";"Économique et social";"3"
"monemail224195@test.test";"2019";"071081595AF";"Général";"Scientifique";"4"
"monemail224196@test.test";"2019";"153472004DJ";"Général";"Littéraire";"4"
"monemail224198@test.test";"2018";"153003740JD";"Général";"Économique et social";"2"
"monemail224199@test.test";"2019";"071170957HH";"Général";"Économique et social";"2"
"monemail224200@test.test";"2019";"110535473AE";"Général";"Économique et social";"2"
"monemail224202@test.test";"2020";"11103506BJ";"Général";"Scientifique";"3"
"monemail224204@test.test";"2015";"0208002438G";"Général";"Scientifique";"4"
"monemail224205@test.test";"2018";"070516009JB";"Général";"Économique et social";"4"
"monemail224207@test.test";"2019";"071789842FC";"Général";"Scientifique";"2"
"monemail224208@test.test";"2018";"153113481EK";"Général";"Littéraire";"1"
"monemail224209@test.test";"2018";"072112688CC";"Général";"Scientifique";"4"
"monemail224210@test.test";"2018";"090231161JC";"Général";"Scientifique";"2"
"monemail224211@test.test";"2019";"070635910HC";"Général";"Économique et social";"4"
"monemail224212@test.test";"2018";"080938811CG";"Général";"Économique et social";"1"
"monemail224213@test.test";"2018";"081148761JB";"Général";"Scientifique";"1"
"monemail224214@test.test";"2018";"060412060CF";"Général";"Scientifique";"2"
"monemail224216@test.test";"2018";"071906731EJ";"Général";"Économique et social";"3"
"monemail224217@test.test";"2019";"133052569AD";"Général";"Économique et social";"2"
"monemail224219@test.test";"2017";"2510034268U";"Général";"Économique et social";"3"
"monemail224220@test.test";"2020";"133180231KA";"Général";"Scientifique";"2"
"monemail224221@test.test";"2017";"0119D76217D";"Professionnel";"Autre";"1"
"monemail224222@test.test";"2016";"1309001875A";"Général";"Scientifique";"1"
"monemail224227@test.test";"2018";;"Général";"Scientifique";"4"
"monemail224228@test.test";"2015";"01B0JS00Q11";"Professionnel";"Autre";"4"
"monemail224229@test.test";"2017";"0110033465T";"Technologique";"STG";"2"
"monemail224230@test.test";"2019";"123137880DB";"Général";"Économique et social";"2"
"monemail224233@test.test";"2019";"143152207AF";"Général";"Scientifique";"4"
"monemail224234@test.test";"2018";"090280502BH";"Général";"Économique et social";"2"
"monemail224235@test.test";"2018";"071311477BD";"Général";"Scientifique";"4"
"monemail224236@test.test";"2018";"071610607DB";"Général";"Économique et social";"3"
"monemail224237@test.test";"2019";"060399519FD";"Général";"Économique et social";"2"
"monemail224238@test.test";"2019";"061124665HK";"Général";"Scientifique";"1"
"monemail224239@test.test";"2019";"080675815FF";"Général";"Économique et social";"4"
"monemail224240@test.test";"2018";"153290093HE";"Général";"Économique et social";"3"
"monemail224241@test.test";"2018";"2816903780K";"Général";"Scientifique";"3"
"monemail224243@test.test";"2018";"070840993EH";"Général";"Scientifique";"4"
"monemail224245@test.test";"2018";"153075164FB";"Général";"Économique et social";"3"
"monemail224246@test.test";"2018";"081389883AE";"Général";"Économique et social";"3"
"monemail224247@test.test";"2019";"1 0 0 0 6 3 3 4 5 B ";"Général";"Économique et social";"3"
"monemail224248@test.test";"2018";"20211910";"Général";"Scientifique";"3"
"monemail224249@test.test";"2019";"081719648DK";"Général";"Économique et social";"2"
"monemail224250@test.test";"2019";"090832373HG";"Général";"Économique et social";"3"
"monemail224251@test.test";"2018";"060478459HB";"Général";"Scientifique";"3"
"monemail224253@test.test";"2018";"153201370EC";"Général";"Scientifique";"3"
"monemail224254@test.test";"2019";"070231235GD";"Général";"Économique et social";"4"
"monemail224255@test.test";"2015";"0108035766F";"Général";"Économique et social";"4"
"monemail224256@test.test";"2019";"080829916JH";"Général";"Économique et social";"3"
"monemail224257@test.test";"2018";"090369984GG";"Général";"Scientifique";"4"
"monemail224258@test.test";"2019";"060625916FE";"Général";"Économique et social";"4"
"monemail224259@test.test";"2019";"110776607BC";"Général";"Économique et social";"4"
"monemail224260@test.test";"2018";"0412GT00406";"Général";"Économique et social";"1"
"monemail224262@test.test";"2020";"071974450DF";"Général";"Économique et social";"3"
"monemail224263@test.test";"2019";"060368972EF";"Général";"Scientifique";"2"
"monemail224265@test.test";"2017";"2410032239K";"Général";"Scientifique";"3"
"monemail224266@test.test";"2020";"071330891KG";"Général";"Scientifique";"2"
"monemail224267@test.test";"2019";"123137877DE";"Technologique";"STG";"2"
"monemail224269@test.test";"2017";"2510059342X";"Général";"Scientifique";"4"
"monemail224270@test.test";"2019";"153203758HK";"Général";"Scientifique";"2"
"monemail224271@test.test";"2017";"2510061787E";"Général";"Économique et social";"2"
"monemail224272@test.test";"2019";"01112003729J";"Général";"Économique et social";"3"
"monemail224273@test.test";"2019";"070568363BA";"Général";"Économique et social";"2"
"monemail224275@test.test";"2017";"0210023111R";"Général";"Économique et social";"2"
"monemail224276@test.test";"2017";"1610013214N";"Général";"Économique et social";"3"
"monemail224277@test.test";"2019";"071882269GG";"Général";"Économique et social";"2"
"monemail224278@test.test";"2019";"050210060FA";"Général";"Économique et social";"3"
"monemail224280@test.test";"2016";"2408020652C";"Général";"Économique et social";"2"
"monemail224281@test.test";"2018";"7026981568U";"Général";"Scientifique";"3"
"monemail224282@test.test";"2019";"100507895BD";"Général";"Scientifique";"4"
"monemail224283@test.test";"2018";"070618031AG";"Technologique";"STG";"3"
"monemail224284@test.test";"2018";"070827941AE";"Général";"Scientifique";"4"
"monemail224287@test.test";"2018";"081617072JG";"Général";"Scientifique";"2"
"monemail224288@test.test";"2019";"070575398FG";"Général";"Économique et social";"1"
"monemail224289@test.test";"2019";"090759420JF";"Général";"Économique et social";"4"
"monemail224290@test.test";"2016";"1209022396D";"Général";"Scientifique";"4"
"monemail224291@test.test";"2019";"070748852DJ";"Général";"Scientifique";"3"
"monemail224293@test.test";"2019";"100676443FB";"Général";"Scientifique";"4"
"monemail224295@test.test";"2019";"071295501JB";"Général";"Scientifique";"2"
"monemail224297@test.test";"2018";"0G412T006A8";"Général";"Économique et social";"1"
"monemail224298@test.test";"2019";"081527550HH";"Général";"Économique et social";"2"
"monemail224299@test.test";"2019";"100971183KE";"Général";"Scientifique";"2"
"monemail224301@test.test";"2018";"153426975FK";"Général";"Scientifique";"1"
"monemail224302@test.test";"2018";"081544092CF";"Général";"Économique et social";"4"
"monemail224303@test.test";"2019";"060436835JC";"Général";"Économique et social";"2"
"monemail224304@test.test";"2018";"060799474CK";"Général";"Scientifique";"4"
"monemail224305@test.test";"2019";"081242070JG";"Général";"Économique et social";"3"
"monemail224307@test.test";"2019";"060362092DJ";"Général";"Scientifique";"4"
"monemail224308@test.test";"2020";"072102199DF";"Général";"Économique et social";"3"
"monemail224309@test.test";"2018";"153354844CC";"Général";"Économique et social";"4"
"monemail224310@test.test";"2019";"100424322GK";"Général";"Scientifique";"3"
"monemail224311@test.test";"2018";"060385929GD";"Général";"Économique et social";"3"
"monemail224312@test.test";"2016";"0209035966G";"Général";"Scientifique";"4"
"monemail224313@test.test";"2018";"071470634DD";"Général";"Scientifique";"4"
"monemail224314@test.test";"2019";"090771966FC";"Général";"Scientifique";"2"
"monemail224316@test.test";"2015";"1708037896F";"Général";"Scientifique";"2"
"monemail224317@test.test";"2019";"090893960JE";"Général";"Économique et social";"1"
"monemail224318@test.test";"2019";"081920082AH";"Général";"Économique et social";"3"
"monemail224320@test.test";"2016";"1815031519X";"Professionnel";"Autre";"2"
"monemail224321@test.test";"2019";"070536669JC";"Général";"Scientifique";"4"
"monemail224322@test.test";"2018";"080750752AC";"Général";"Économique et social";"2"
"monemail224323@test.test";"2018";"153442748KH";"Général";"Scientifique";"3"
"monemail224324@test.test";"2019";"070456856GE";"Général";"Scientifique";"2"
"monemail224325@test.test";"2020";"081416137DH";"Général";"Économique et social";"2"
"monemail224327@test.test";"2017";"2410033714N";"Général";"Économique et social";"4"
"monemail224328@test.test";"2018";"100877724EF";"Général";"Scientifique";"4"
"monemail224329@test.test";"2018";"070970916AH";"Général";"Scientifique";"4"
"monemail224330@test.test";"2019";"100770346EE";"Général";"Scientifique";"2"
"monemail224331@test.test";"2016";"203175731JB";"Général";"Scientifique";"4"
"monemail224332@test.test";"2019";"0ETRZU01A28";"Général";"Économique et social";"2"
"monemail224333@test.test";"2017";"1010005454R";"Général";"Scientifique";"4"
"monemail224334@test.test";"2018";"090959974DA";"Professionnel";"STI";"4"
"monemail224335@test.test";"2018";"070698310ED";"Général";"Scientifique";"4"
"monemail224336@test.test";"2018";"153198215KD";"Général";"Économique et social";"3"
"monemail224337@test.test";"2018";"050276791FF";"Général";"Scientifique";"4"
"monemail224338@test.test";"2019";"123007725BC";"Général";"Économique et social";"2"
"monemail224339@test.test";"2018";"090685806 HG";"Général";"Économique et social";"3"
"monemail224340@test.test";"2020";"060000019BA";"Général";"Scientifique";"2"
"monemail224342@test.test";"2018";"060786567DF";"Général";"Scientifique";"4"
"monemail224344@test.test";"2020";"070839024HG";"Général";"Scientifique";"4"
"monemail224345@test.test";"2019";"0ETRZU023Q6";"Général";"Économique et social";"2"
"monemail224346@test.test";"2018";"070685246BC";"Général";"Économique et social";"2"
"monemail224347@test.test";"2018";"153405740FB";"Général";"Scientifique";"1"
"monemail224351@test.test";"2017";"0110000505S";"Général";"Économique et social";"3"
"monemail224353@test.test";"2019";"070375448JK";"Général";"Scientifique";"4"
"monemail224354@test.test";"2019";"081359751GG";"Technologique";"STG";"2"
"monemail224355@test.test";"2020";"070909616AD";"Général";"Économique et social";"2"
"monemail224357@test.test";"2018";"072148252FH";"Général";"Économique et social";"2"
"monemail224358@test.test";"2018";"070405651FD";"Général";"Scientifique";"2"
"monemail224359@test.test";"2017";"0610016179P";"Général";"Scientifique";"2"
"monemail224360@test.test";"2018";"2019606706";"Général";"Scientifique";"2"
"monemail224361@test.test";"2019";"110769207EA";"Général";"Économique et social";"1"
"monemail224362@test.test";"2020";"081299974KB";"Général";"Économique et social";"2"
"monemail224363@test.test";"2019";;"Général";"Scientifique";"2"
"monemail224364@test.test";"2018";"153308416JE";"Technologique";"STG";"1"
"monemail224365@test.test";"2018";"100364108EG";"Général";"Économique et social";"4"
"monemail224366@test.test";"2018";"080683783EB";"Général";"Littéraire";"4"
"monemail224367@test.test";"2019";"050288481AF";"Général";"Économique et social";"3"
"monemail224368@test.test";"2017";"1610010788B";"Général";"Économique et social";"3"
"monemail224369@test.test";"2018";"1611024834";"Général";"Scientifique";"4"
"monemail224370@test.test";"2019";"090931977KB";"Général";"Économique et social";"2"
"monemail224371@test.test";"2019";"21903286";"Général";"Économique et social";"3"
"monemail224372@test.test";"2018";"15306774AC";"Général";"Scientifique";"4"
"monemail224373@test.test";"2019";"071281373EH";"Général";"Scientifique";"3"
"monemail224374@test.test";"2019";"081667174";"Général";"Scientifique";"3"
"monemail224376@test.test";"2018";"153329857JA";"Général";"Économique et social";"3"
"monemail224377@test.test";"2019";"110813887HH";"Général";"Économique et social";"1"
"monemail224378@test.test";"2018";"153307280FG";"Général";"Scientifique";"4"
"monemail224379@test.test";"2019";"123048994GF";"Général";"Économique et social";"2"
"monemail224380@test.test";"2019";"1 231 36608EC";"Général";"Économique et social";"2"
"monemail224382@test.test";"2018";"18004804";"Technologique";"STG";"4"
"monemail224384@test.test";"2019";;"Professionnel";"Autre";"2"
"monemail224385@test.test";"2018";"081097432KH";"Général";"Économique et social";"3"
"monemail224386@test.test";"2018";" 071873221KD";"Général";"Économique et social";"2"
"monemail224387@test.test";"2017";"0110016453B";"Général";"Littéraire";"4"
"monemail224388@test.test";"2019";" 071244620DH";"Général";"Scientifique";"3"
"monemail224389@test.test";"2019";"081300308EJ";"Général";"Scientifique";"1"
"monemail224390@test.test";"2017";"2410068636X";"Général";"Économique et social";"2"
"monemail224391@test.test";"2016";"0209018131W";"Général";"Scientifique";"1"
"monemail224392@test.test";"2016";"1609019284E";"Général";"Économique et social";"4"
"monemail224393@test.test";"2019";"110531675BK";"Général";"Économique et social";"2"
"monemail224394@test.test";"2019";"133105813BC";"Général";"Scientifique";"1"
"monemail224395@test.test";"2019";"110535486JJ";"Général";"Économique et social";"3"
"monemail224396@test.test";"2018";"071206654HG";"Général";"Scientifique";"4"
"monemail224397@test.test";"2019";"100702044FJ";"Général";"Économique et social";"3"
"monemail224399@test.test";"2018";"061135131JK";"Général";"Économique et social";"2"
"monemail224400@test.test";"2019";"153184039BA";"Général";"Économique et social";"1"
"monemail224401@test.test";"2018";"070812707AK";"Général";"Économique et social";"2"
"monemail224402@test.test";"2018";"070436967GJ";"Général";"Scientifique";"3"
"monemail224404@test.test";"2018";"071452657GF";"Général";"Scientifique";"2"
"monemail224405@test.test";"2019";"100923832BC";"Général";"Économique et social";"2"
"monemail224409@test.test";"2016";"1009048409Z";"Général";"Scientifique";"4"
"monemail224411@test.test";"2018";"060753031AK";"Général";"Économique et social";"2"
"monemail224412@test.test";"2017";"0110017308F";"Général";"Économique et social";"3"
"monemail224413@test.test";"2020";"133016933EA";"Technologique";"STG";"3"
"monemail224414@test.test";"2019";"071103202CK";"Général";"Économique et social";"2"
"monemail224415@test.test";"2018";"081868476AK";"Général";"Économique et social";"2"
"monemail224416@test.test";"2017";"193046742DK";"Général";"Scientifique";"4"
"monemail224417@test.test";"2020";"071212099GD";"Général";"Économique et social";"3"
"monemail224418@test.test";"2016";"2509034465A";"Général";"Scientifique";"4"
"monemail224419@test.test";"2016";"2509012733D";"Général";"Scientifique";"4"
"monemail224420@test.test";"2019";"061076972EJ";"Général";"Économique et social";"3"
"monemail224421@test.test";"2018";"060117473CD";"Général";"Scientifique";"4"
"monemail224422@test.test";"2019";"081057089JJ";"Général";"Économique et social";"3"
"monemail224424@test.test";"2016";"9919D70410E";"Général";"Scientifique";"3"
"monemail224425@test.test";"2019";"060350281BF";"Général";"Économique et social";"3"
"monemail224426@test.test";"2016";"2513088663M";"Technologique";"STG";"4"
"monemail224427@test.test";"2019";"080585231EB";"Général";"Économique et social";"3"
"monemail224428@test.test";"2018";"0416905191S";"Général";"Économique et social";"4"
"monemail224429@test.test";"2019";"060413532AJ";"Général";"Économique et social";"2"
"monemail224430@test.test";"2019";"071514398BG";"Général";"Scientifique";"1"
"monemail224431@test.test";"3";"080177370BH";"Général";"Scientifique";"2"
"monemail224432@test.test";"2020";"060878483HF";"Général";"Économique et social";"2"
"monemail224433@test.test";"2019";"163003685GC";"Général";"Économique et social";"3"
"monemail224435@test.test";"2020";"133016095AF";"Général";"Économique et social";"1"
"monemail224436@test.test";"2018";"061184228HE";"Général";"Scientifique";"3"
"monemail224437@test.test";"2015";"1710053262X";"Général";"Littéraire";"2"
"monemail224438@test.test";"2019";"153008460BK";"Général";"Économique et social";"3"
"monemail224439@test.test";"2015";"2811014569U";"Général";"Scientifique";"3"
"monemail224440@test.test";"2018";"060857962DC";"Général";"Économique et social";"1"
"monemail224441@test.test";"2019";"1812009665Y";"Général";"Scientifique";"3"
"monemail224442@test.test";"2018";"081170200HK";"Général";"Scientifique";"3"
"monemail224443@test.test";"2019";"060466254FE";"Général";"Économique et social";"4"
"monemail224444@test.test";"2019";"123046379GB";"Général";"Scientifique";"2"
"monemail224445@test.test";"2018";"080811032FG";"Général";"Économique et social";"3"
"monemail224446@test.test";"2019";"071156532EK";"Général";"Scientifique";"4"
"monemail224447@test.test";"2019";"110814778FK";"Général";"Scientifique";"3"
"monemail224449@test.test";"2020";"080954640AJ";"Général";"Économique et social";"1"
"monemail224450@test.test";"2017";"1110016330P";"Général";"Scientifique";"4"
